Year,B16,B17,B18,B18_12,B19,B20,B21,B21_12,B22,B22_12,B23,B23_12,B26,B26_12,B27.28,B29,B30,NGRIP,NGRIP_12,GISP2,GRIP,NEGIS,NEEM
1763,-36.7325,-36.47745714,-37.6049,,-36.7492,-35.9943,-35.0973,,-34.8239,,-37.29478889,,-32.4023,,-34.043,-34.0533,-33.632,-32.07,,-33.36,-35.2,-36.86,-30.5951
1762,-37.58333333,-36.56815714,-39.782,,-35.9624,-35.2898,-33.4747,,-35.0688,,-36.3126,,-30.8328,,-34.2933,-34.1986,-32.867,-34.38,,-34.03,-34.9,-36.46,-32.5384
1761,-36.88461538,-37.488,-41.5183,,-36.7144,-34.4207,-32.7866,,-34.3861,,-34.48715556,,-35.6492,,-36.1595,-35.3553,-34.3703,-38.28,,-35.48,-34.48,-35.75,-34.4645
1760,-38.08041667,-37.26065714,-41.0315,,-37.1696,-35.3302,-33.7719,,-35.4885,,-35.2575,,-35.8241,,-35.0433,-34.3687,-35.1659,-34.83,,-36.46,-37.9,-35.08,-33.4728
1759,-38.1225,-37.58635714,-39.3896,,-36.7063,-35.9535,-34.0923,,-36.0888,,-36.36447778,,-35.1666,,-32.7474,-32.8161,-34.4151,-34.29,,-36.06,-36.11,-35.5,-35.1344
1758,-37.73769231,-38.3610625,-38.0987,,-36.2273,-35.9609,-33.6331,,-33.7943,,-37.42418889,,-35.139,,-34.7904,-34.33,-35.7702,-34.58,,-37.53,-35.51,-36.02,-33.2472
1757,-36.86,-37.14244286,-37.5167,,-35.828,-35.8425,-33.7504,,-32.1367,,-36.9045,,-34.7788,,-34.3565,-35.3157,-34.5745,-35.72,,-36.12,-35.19,-35.9,-34.1222
1756,-36.70384615,-35.95881429,-37.9566,,-35.6255,-36.2505,-34.1161,,-33.8061,,-35.545375,,-35.5535,,-35.0572,-36.527,-35.6793,-34.73,,-36.9,-36.3,-36.59,-34.7222
1755,-37.445,-35.82953571,-38.5563,,-35.7238,-36.651,-34.0777,,-35.4844,,-35.65756667,,-33.384,,-34.2142,-36.274,-36.1312,-34.82,,-34.63,-35.1,-36.68,-32.8539
1754,-37.23076923,-37.70048571,-37.3993,,-36.2366,-36.3291,-34.3574,,-35.7749,,-35.46252222,,-30.639,,-34.5854,-35.3452,-35.4156,-37.75,,-36.35,-35.15,-36.44,-36.0735
1753,-37.10916667,-38.55022857,-35.368,,-36.5458,-35.6858,-33.3696,,-35.0648,,-36.5453,,-34.793,,-36.4697,-36.3864,-37.693,-36.22,,-34.28,-34.92,-36.66,-33.9704
1752,-36.81291667,-37.92575714,-35.1066,,-36.4849,-35.1013,-32.5122,,-35.1933,,-36.54662222,,-32.4467,,-35.0863,-36.1635,-37.2516,-36.52,,-35.36,-33.21,-36.82,-32.3331
1751,-37.71875,-36.82502857,-36.6334,,-36.6072,-35.7875,-33.11,,-35.3124,,-35.88764444,,-32.2707,,-35.7606,-35.2348,-37.3493,-35.67,,-35.53,-35.04,-36.55,-32.1628
1750,-37.29916667,-36.84298571,-38.0252,,-37.3509,-36.5386,-34.466,,-33.947,,-35.1826875,,-33.5442,,-35.9544,-34.0411,-34.941,-36.63,,-35.3,-36.81,-36.09,-33.922
1749,-37.45461538,-37.34565714,-38.3957,,-38.2806,-36.1865,-35.5509,,-34.471,,-34.89224444,,-34.5476,,-35.0065,-35.1057,-34.6146,-36.33,,-34.88,-35.44,-36.07,-35.5314
1748,-38.38538462,-37.01130714,-37.8755,,-38.4401,-35.3968,-35.475,,-36.7742,,-35.30683333,,-32.9303,,-35.2772,-36.9768,-34.8972,-35.95,,-35.07,-35.37,-36.08,-33.1669
1747,-38.33416667,-36.77366667,-37.3448,,-38.036,-34.6488,-34.9276,,-34.946,,-34.45512222,,-33.5585,,-35.8505,-36.7422,-35.9279,-35.43,,-34.38,-35.3,-36.66,-33.1377
1746,-38.35,-37.06862857,-37.2237,,-37.3824,-34.6915,-34.0085,,-35.2459,,-34.12292222,,-33.4939,,-34.8673,-36.8063,-35.6097,-37.21,,-35.93,-34.52,-37.7,-35.9336
1745,-38.3425,-37.71247143,-37.6086,,-37.5203,-35.2458,-32.8994,,-35.2293,,-36.140675,,-34.579,,-36.5667,-37.2975,-36.5283,-37.63,,-36.59,-34.63,-37.96,-33.4886
1744,-38.33461538,-37.71275714,-38.1158,,-37.506,-34.9663,-32.3411,,-34.3876,,-38.17566667,,-35.5724,,-36.8681,-38.0745,-36.6976,-35.43,,-37.25,-35.33,-37.34,-32.6767
1743,-38.77846154,-37.06152857,-38.4206,,-36.4339,-34.8487,-32.3046,,-33.6736,,-38.38698889,,-33.846,,-35.5377,-38.8842,-36.5419,-36.07,,-34.31,-35.4,-36.25,-32.4883
1742,-37.86846154,-36.97762857,-37.55,,-35.0397,-35.0102,-34.2251,,-33.5415,,-37.03452222,,-36.0996,,-33.9763,-36.8157,-35.9659,-36.16,,-35.08,-36,-34.8,-33.429
1741,-36.6675,-37.93717143,-36.1916,,-34.5522,-35.2868,-33.8939,,-33.795,,-35.529475,,-36.8865,,-34.0847,-34.7337,-34.5541,-34.82,,-35.34,-35.95,-34.08,-33.5487
1740,-36.05692308,-37.94092857,-35.6632,,-34.7297,-34.9897,-32.3294,,-35.4064,,-35.61136667,,-36.4268,,-34.1616,-35.2168,-35.6627,-34.05,,-35.78,-34.45,-34.82,-33.2972
1739,-36.85754615,-37.67135714,-36.4527,,-35.5239,-35.1102,-32.577,,-36.4208,,-35.82491111,,-35.2683,,-32.7614,-35.6941,-34.0852,-35.66,,-33.14,-32.95,-35.96,-33.0835
1738,-37.99874167,-38.00701429,-36.9364,,-36.1739,-34.2682,-34.0229,,-36.6326,,-35.427,,-34.7785,,-33.4317,-34.4701,-33.9733,-35.74,,-33.97,-34.88,-37.17,-34.2587
1737,-37.88556154,-38.54957143,-36.4339,,-36.3072,-32.3253,-35.5486,,-32.2494,,-35.0083625,,-32.1373,,-34.9152,-34.4665,-34.6646,-35.97,,-34.69,-34.76,-37.17,-34.3042
1736,-37.21515385,-38.16164286,-35.5292,,-36.6243,-32.6937,-35.5771,,-34.0344,,-35.89694444,,-31.4702,,-36.2458,-34.8097,-34.1168,-35.93,,-36.26,-37.39,-36.61,-34.118
1735,-36.76191429,-37.44282857,-35.0417,,-36.4364,-34.5456,-35.3456,,-33.8253,,-36.3065,,-32.9049,,-33.6214,-35.3891,-35.8062,-38.65,,-36.31,-34.93,-36.57,-33.8125
1734,-36.94374,-37.30705714,-35.0771,,-35.5821,-35.7444,-34.9697,,-33.3072,,-36.075475,,-33.8494,,-33.4089,-36.4532,-37.4329,-37.31,,-36.39,-36.64,-36.78,-32.6162
1733,-36.91715,-37.62854286,-35.6962,,-34.8565,-35.7842,-34.4753,,-33.3364,,-34.93952222,,-33.5071,,-34.987,-36.5087,-37.5877,-35.2,,-36.46,-35.85,-35.98,-32.402
1732,-36.66594286,-37.44558571,-36.7211,,-34.0648,-35.1234,-34.3611,,-36.2829,,-34.46184444,,-33.2903,,-34.7198,-34.9467,-37.5922,-32.44,,-34.82,-34.88,-35.13,-33.4786
1731,-36.82791429,-37.58948571,-36.7715,,-33.8885,-35.0527,-34.246,,-36.7605,,-34.71463333,,-33.1805,,-31.9682,-33.9884,-35.0868,-34.21,,-34.36,-34.45,-35.02,-32.5327
1730,-36.45836154,-38.43751429,-36.2152,,-34.6252,-35.5517,-34.1608,,-35.3783,,-34.583075,,-33.2088,,-34.5278,-33.127,-32.7424,-34.23,,-34.5,-34.68,-35.34,-33.119
1729,-34.31950714,-38.06867143,-36.7713,,-34.9969,-35.6497,-34.1046,,-34.618,,-34.8198,,-31.3313,,-35.2149,-34.1274,-33.902,-34.58,,-34.28,-34.58,-35.75,-35.1456
1728,-34.84006364,-37.24858333,-38.1486,,-34.77,-35.0996,-34.5844,,-34.9679,,-34.75471111,,-32.9775,,-33.4736,-35.9171,-35.9641,-35.27,,-35.14,-33.2,-36.32,-34.021
1727,-36.11001667,-37.25425714,-38.8939,,-35.4284,-33.9771,-35.7156,,-35.0749,,-35.7679,,-34.4737,,-34.4765,-34.8838,-34.7014,-36.44,,-35.21,-34.71,-35.71,-33.243
1726,-36.25305,-37.40591429,-38.5216,,-36.4146,-33.6361,-35.958,,-33.1875,,-37.95942222,,-34.5311,,-34.5025,-35.4106,-34.5594,-35.84,,-33.22,-33.78,-35.69,-35.6356
1725,-36.28114091,-37.26294286,-38.5461,,-36.7102,-34.8702,-34.2709,,-32.5504,,-38.45291111,,-33.5846,,-36.1095,-36.5934,-34.3249,-34.93,,-34.58,-35.68,-36.03,-34.3218
1724,-36.08897692,-38.2223,-39.0346,,-36.6291,-35.358,-33.8539,,-34.2391,,-37.146675,,-33.0807,,-35.5307,-35.9635,-35.7644,-36.42,,-33.4,-33.54,-36.43,-34.466
1723,-36.74738462,-38.50674286,-38.961,,-36.0566,-34.457,-34.7859,,-35.6821,,-36.15411111,,-34.1793,,-36.0186,-36.0857,-34.355,-36.82,,-36.31,-36.1,-36.79,
1722,-37.99951538,-38.40173333,-38.4342,,-35.3841,-34.0512,-35.229,,-36.8664,,-37.48338889,,-33.3798,,-35.4591,-35.4451,-35.6389,-37.69,,-35.17,-34.92,-37.58,
1721,-38.70307857,-38.12751429,-37.5574,,-34.6969,-34.5199,-34.1673,,-37.441,,-37.996475,,-34.9946,,-36.567,-35.2172,-35.94,-37.79,,-38.26,-37.18,-37.51,
1720,-37.06192308,-38.82997143,-37.3724,,-35.0322,-35.3599,-33.4153,,-36.7966,,-38.08451111,,-33.9677,,-37.0708,-36.3657,-35.6724,-36.12,,-35.5,-35.85,-37.15,
1719,-36.9568625,-39.33702857,-36.9652,,-35.6304,-34.9646,-32.7318,,-34.8046,,-38.8985875,,-34.1655,,-34.8666,-37.3902,-36.5129,-37.28,,-36.23,-35.18,-37.23,
1718,-36.2485875,-38.60338571,-36.4987,,-35.6529,-34.2609,-33.5235,,-34.4104,,-37.61174444,,-35.28,,-34.3735,-36.8003,-34.9133,-35.84,,-35.11,-34.82,-36,
1717,-37.19036667,-38.42281429,-37.3269,,-35.6818,-34.0535,-35.1424,,-35.6625,,-35.47501111,,-35.5233,,-35.9453,-35.409,-34.978,-34.74,,-35.96,-36.47,-35.73,
1716,-37.44313125,-38.51398571,-38.9086,,-35.7997,-34.8381,-35.5708,,-36.2434,,-35.8477875,,-34.165,,-36.1915,-34.5615,-35.4552,-33.3,,-35.21,-37.04,-36.42,
1715,-37.0953125,-38.09443333,-38.8577,,-35.2804,-34.7761,-34.87,,-35.6461,,-38.65497778,,-32.665,,-33.0288,-36.5011,-36.4381,-34.52,,-34.65,-35.89,-36.8,
1714,-37.4772625,-37.35722857,-37.1361,,-35.5243,-33.8499,-34.7717,,-33.7707,,-37.70217778,,-32.4683,,-32.4799,-36.5366,-35.7223,-34.78,,-37.77,-34.3,-36.85,
1713,-36.29813333,-36.52021429,-35.8856,,-35.5105,-33.1757,-36.3821,,-34.4407,,-35.8825875,,-32.59,,-32.6973,-34.5796,-35.2138,-33.37,,-35.99,-35.41,-35.85,
1712,-35.5061125,-36.97831429,-34.7028,,-35.7264,-33.7362,-35.3322,,-36.6955,,-35.7112,,-32.5067,,-34.2522,-34.3942,-37.7831,-35.01,,-33.77,-34.58,-35.85,
1711,-36.26486875,-36.6912,-34.2622,,-36.2582,-34.1087,-34.5059,,-36.4316,,-36.497,,-34.47,,-35.614,-36.3404,-35.5001,-36.4,,-35.52,-35.87,-35.19,
1710,-35.4628625,-36.48251429,-35.6637,,-36.5039,-34.8169,-34.9854,,-34.6292,,-36.46804444,,-35.53,,-36.7715,-36.1034,-34.8864,-35.76,,-34.24,-36.09,-34.43,
1709,-36.067,-35.73075714,-36.4985,,-35.9202,-35.4234,-34.4518,,-35.3515,,-36.88224444,,-35.1333,,-35.4486,-35.5535,-36.5255,-34.91,,-34.88,-36.31,-33.93,
1708,-37.0368,-36.09198333,-36.6986,,-35.1143,-36.7157,-35.4503,,-34.9111,,-38.2950875,,-34.4,,-34.4438,-35.9865,-35.4105,-34.51,,-34.47,-34.25,-33.66,
1707,-37.1544125,-36.88084286,-36.3274,,-34.2562,-38.7508,-37.1088,,-34.7474,,-37.90264444,,-34.765,,-34.7469,-36.6971,-35.4369,-35.07,,-35.05,-34.86,-33.87,
1706,-38.317625,-36.92095,-35.751,,-34.4697,-37.7501,-34.4543,,-34.8402,,-36.85285,,-35.315,,-36.3687,-35.666,-35.58,-36.01,,-35.35,-36.07,-35.46,
1705,-38.4652,-36.94748333,-35.8926,,-35.7501,-36.892,-34.2055,,-35.8423,,-34.69592222,,-34.8867,,-36.4958,-34.9603,-35.557,-36.3,,-35.73,-37.66,-37.52,
1704,-36.3044375,-37.38542857,-36.8136,,-36.2051,-36.0592,-35.2137,,-36.0645,,-34.331975,,-32.61,,-34.5884,-35.4873,-37.1701,-33.16,,-36.1,-35.51,-39.33,
1703,-37.20764444,-36.70498571,-37.8505,,-35.4355,-35.5825,-35.0895,,-33.9185,,-36.41007778,,-31.6933,,-34.06,-35.9446,-37.3518,-34.9,,-34.02,-33.42,-38.51,
1702,-37.2884,-35.4287,-38.199,,-34.4092,-35.4373,-33.5406,,-32.2445,,-36.0525375,,-32.2233,,-32.5408,-34.7691,-34.3583,-36.37,,-34.21,-35.32,-37.08,
1701,-36.9150125,-35.71103333,-37.9915,,-34.9185,-34.7215,-32.5796,,-35.029,,-34.72666667,,-33.6925,,-33.6813,-35.054,-33.3737,-37.94,,-34.76,-34.39,-34.79,
1700,-37.9116375,-35.74102857,-37.4989,,-36.5281,-37.9925,-32.777,,-36.0179,,-34.71126667,,-35.0825,,-34.396,-36.4701,-33.1753,-37.29,,-35.35,-35.38,-33.89,
1699,-37.7648375,-36.34735714,-36.6877,,-36.8702,-39.3364,-32.9825,,-35.0686,,-35.0552875,,-34.48,,-34.8106,-36.3572,-34.4722,-35.74,,-36.6,-35.03,-35.06,
1698,-38.4347875,-37.03285,-36.0288,,-35.4208,-37.1216,-32.7458,,-32.717,,-35.83674444,,-35.63,,-34.7852,-36.9298,-37.5157,-36.23,,-35.06,-37.37,-36.48,
1697,-38.77591111,-37.93504286,-35.6311,,-34.3993,-35.5718,-34.2006,,-31.9432,,-37.083575,,-35.0575,,-36.0279,-37.3268,-36.5264,-35.56,,-36.6,-36.47,-37.96,
1696,-38.1148375,-39.19761429,-36.054,,-34.5793,-36.5482,-36.8225,,-31.1089,,-37.44296667,,-34.0667,,-36.0898,-38.1843,-36.5307,-37.03,,-35.37,-37.28,-38.26,
1695,-37.5214625,-38.88854167,-37.4058,,-35.2742,-36.9367,-38.2356,,-34.2942,,-37.2578,,-33.5967,,-35.3847,-38.1862,-38.4192,-37.87,,-36.19,-36.56,-37.65,
1694,-37.7205625,-38.89609286,-37.4793,,-35.8983,-37.6806,-37.4349,,-35.7708,,-37.67381111,,-33.54,,-35.5703,-37.3807,-37.2499,-36.36,,-37.03,-34.53,-37.3,
1693,-36.8698375,-38.14635714,-36.7976,,-35.7508,-37.7582,-36.0856,,-35.1291,,-38.1803,,-34.08,,-36.5542,-36.5765,-36.2808,-36.05,,-35.38,-35.32,-36.71,
1692,-37.3633875,-37.98415,-36.569,,-35.3125,-35.0893,-35.3251,,-36.0183,,-38.3045,,-34.2833,,-34.7285,-36.7458,-35.8631,-36.2,,-35.37,-35.19,-36.04,
1691,-38.0812625,-37.68755714,-36.6456,,-35.4999,-35.3611,-35.6286,,-35.0044,,-38.4445625,,-35.2533,,-35.7178,-35.6132,-35.6209,-37.38,,-35.74,-33.73,-36.74,
1690,-36.9792875,-37.77858333,-37.2512,,-35.656,-35.1709,-35.5694,,-34.5458,,-37.29874444,,-34.7467,,-35.2515,-34.2953,-35.4136,-36.52,,-33.99,-33.83,-36.35,
1689,-36.80711111,-38.39137143,-37.5037,,-35.2833,-35.5076,-34.5173,,-34.3395,,-35.4640625,,-33.53,,-34.1707,-35.5544,-36.6124,-36.68,,-35.94,-34.37,-36.25,
1688,-37.75895,-37.94558333,-37.2213,,-34.4368,-35.6337,-33.2189,,-34.1357,,-36.23049,,-32.89,,-33.5971,-36.8518,-35.9995,-36.48,,-34.66,-35.46,-36.26,
1687,-38.03055,-36.73338571,-37.7645,,-33.842,-35.0256,-33.5963,,-35.4974,,-36.97371818,,-34.2533,,-33.3407,-37.091,-35.9961,-34.61,,-34.03,-36.32,-36.35,
1686,-38.55175,-36.03244286,-38.2044,,-34.073,-36.0871,-34.7123,,-35.2735,,-36.19463636,,-34.985,,-33.9524,-37.2751,-34.3243,-35.67,,-35.94,-34.91,-35.69,
1685,-37.60605,-36.4997,-37.923,,-34.9476,-36.9696,-34.8505,,-34.4162,,-34.82653,,-33.6067,,-33.8664,-36.2696,-34.9462,-36.06,,-35.14,-34.5,-34.71,
1684,-36.59124375,-37.69091429,-37.4219,,-35.3726,-36.0529,-35.2545,,-32.0579,,-36.21516364,,-33.4533,,-33.3358,-36.712,-36.0886,-34.69,,-33.13,-36.91,-35.65,
1683,-36.79620625,-37.81203333,-36.6588,,-36.5803,-35.9289,-35.7218,,-31.6077,,-37.69378182,,-34.2967,,-35.1374,-36.6577,-35.5551,-35.14,,-35.37,-35.32,-36.68,
1682,-37.1585875,-37.21817143,-37.1724,,-38.1155,-36.3578,-35.7604,,-32.5893,,-36.19149091,,-34.2133,,-35.7727,-35.1807,-34.8733,-35.96,,-35.98,-34.16,-37.62,
1681,-36.007375,-37.5522,-38.0672,,-37.1215,-36.0305,-35.1904,,-34.3516,,-35.02419,,-34.1633,,-35.2899,-35.014,-36.2357,-34.85,,-35.3,-38.43,-37.51,
1680,-37.206775,-38.1174,-38.1422,,-36.1869,-35.6665,-35.1028,,-36.173,,-36.29797273,,-34.1467,,-35.7417,-35.72,-36.3824,-36.14,,-35.63,-33.72,-36.9,
1679,-37.4872875,-38.11267143,-38.1118,,-36.0818,-35.2982,-35.9031,,-35.6969,,-37.07388182,,-32.1167,,-33.9518,-36.449,-35.2144,-34.67,,-35.2,-38.78,-36.96,
1678,-37.07502222,-38.82646667,-37.4184,,-35.8539,-35.5895,-36.7151,,-35.5851,,-35.80355,,-34.01,,-32.8067,-36.438,-35.5418,-35.44,,-35.61,-35.74,-37.98,
1677,-37.0935875,-39.15151429,-36.0358,,-35.7222,-37.8194,-36.5025,,-35.2482,,-35.61051818,,-35.5167,,-35.6182,-36.1687,-36.4857,-35.95,,-35.45,-35,-37.85,
1676,-37.831725,-38.83353333,-36.3458,,-35.7154,-38.1611,-35.778,,-36.01,,-36.52592727,,-35.84,,-35.8237,-35.6144,-35.39,-34.81,,-36.57,-35.55,-36.65,
1675,-37.567575,-38.34547857,-37.2529,,-35.6857,-37.1624,-35.4823,,-35.282,,-37.99645,,-33.6067,,-35.4363,-36.5161,-36.188,-34.67,,-33.91,-35.69,-37.37,
1674,-37.0451375,-38.36590833,-38.0675,,-35.3686,-37.0659,-35.9225,,-32.9267,,-37.60276364,,-33.39,,-35.1787,-37.3723,-35.503,-34.56,,-34.21,-34.58,-38.36,
1673,-35.8822125,-38.77338571,-38.4846,,-35.0819,-37.1387,-36.4502,,-33.8101,,-37.53481818,,-32.37,,-33.1723,-38.3796,-34.9743,-35.45,,-34.06,-31.3,-39.08,
1672,-37.2657625,-38.92913333,-38.2812,,-35.2268,-36.0468,-37.4646,,-34.2547,,-37.23016,,-32.235,,-33.1844,-37.4003,-35.4332,-35.85,,-34.29,-34.53,-38,
1671,-39.2269,-39.06217143,-37.7291,,-35.6921,-36.137,-37.7281,,-34.3903,,-36.22517273,,-33.54,,-35.1004,-34.7595,-34.2418,-35.82,,-34.37,-35.55,-36.68,
1670,-37.7987875,-38.78968333,-37.4369,,-36.4203,-37.5518,-36.5497,,-35.1711,,-35.31647273,,-34.0967,,-35.2149,-33.914,-34.1913,-36.3,,-34.72,-36.16,-36.34,
1669,-36.7023125,-38.08577143,-37.0322,,-36.6809,-36.582,-35.7444,,-33.9463,,-36.22792,,-32.5067,,-34.7664,-35.7762,-35.187,-35.02,,-34.89,-34.37,-37.39,
1668,-37.00365,-37.47506667,-36.5229,,-36.1409,-34.9969,-35.4394,,-32.597,,-37.16460909,,-31.84,,-32.8158,-36.5915,-36.4623,-36.15,,-35.02,-34.36,-38.12,
1667,-36.6792,-37.78065714,-35.9446,,-35.2873,-34.6218,-34.3846,,-34.5436,,-35.96167273,,-33.32,,-33.4426,-35.4084,-35.7582,-36.33,,-33.31,-34.14,-37.39,
1666,-37.2948875,-38.64813333,-34.9206,,-35.4142,-35.251,-34.3586,,-35.3508,,-34.45438,,-34.4133,,-33.6853,-34.882,-35.4036,-35.93,,-35.13,-33.14,-37.36,
1665,-36.199625,-39.16045,-34.9231,,-35.8545,-35.6565,-35.1018,,-35.496,,-35.27812727,,-33.59,,-34.4518,-35.7742,-36.4448,-35.07,,-34.39,-33.85,-37.26,
1664,-35.5019125,-37.24737143,-35.4163,,-35.556,-35.9033,-34.5079,,-34.0326,,-36.78330909,,-32.63,,-33.2403,-35.7523,-35.7328,-33.45,,-33.94,-36.34,-36.56,
1663,-36.8785375,-35.42263333,-35.3584,,-35.0683,-35.8374,-33.8725,,-35.2635,,-36.4283,,-33.6167,,-33.244,-34.6736,-36.9667,-33.95,,-34.49,-33.44,-35.7,
1662,-37.7658,-35.35798571,-35.4305,,-34.6935,-35.1525,-34.2869,,-35.8274,,-35.06967273,,-32.77,,-33.6212,-33.6304,-35.5053,-36.25,,-36.76,-35.72,-35.12,
1661,-37.2409625,-36.2979,-36.3476,,-34.968,-35.0765,-34.9929,,-34.5803,,-34.38239,,-32.5367,,-34.9365,-34.6179,-36.0078,-36.49,,-35.21,-35.96,-35.25,
1660,-36.10295714,-37.17583333,-37.612,,-35.2196,-35.3414,-35.452,,-34.8259,,-35.98177273,,-33.7933,,-34.6656,-35.4991,-34.728,-36.42,,-33.62,-37.13,-36.7,
1659,-36.498425,-37.52351429,-38.1642,,-35.9017,-35.7374,-35.7729,,-33.4014,,-36.91868182,,-33.8175,,-33.5629,-35.9088,-34.7008,-36.39,,-34.58,-35.18,-37.51,
1658,-35.84745,-37.44613333,-38.0566,,-36.4095,-35.326,-35.4622,,-32.27,,-36.40549,,-32.9,,-33.4601,-35.3499,-35.4018,-34.97,,-35.09,-35.74,-37.52,
1657,-35.381525,-36.4832,-37.078,,-36.3728,-34.3645,-35.2029,,-33.4048,,-34.47005455,,-33.5267,,-34.4209,-35.0287,-35.7215,-35.79,,-34.54,-34.19,-37.54,
1656,-37.36338571,-36.12288333,-35.862,,-36.7129,-36.0952,-35.1087,,-36.8874,,-34.08488,,-33.8667,,-33.4646,-35.579,-36.0151,-35.92,,-35.01,-34.91,-36.78,
1655,-37.893925,-36.46575714,-36.0652,,-36.3388,-36.7409,-35.0408,,-38.0009,,-34.93229091,,-33.8967,,-34.0226,-35.189,-35.5285,-36.65,,-34.93,-35.13,-35.33,
1654,-37.5111375,-37.45785,-37.3947,,-35.2531,-36.6276,-35.1187,,-36.1488,,-35.9582,,-34.3967,,-33.2957,-34.9079,-35.8651,-35.68,,-35.41,-36.29,-35.61,
1653,-37.374,-37.9355,-38.0957,,-34.3395,-35.811,-35.3115,,-35.1981,,-37.05148,,-33.2967,,-32.7004,-35.7765,-36.3204,-35.51,,-34.88,-35.1,-36.02,
1652,-38.34174286,-37.79218571,-38.739,,-34.4475,-35.0448,-34.2716,,-35.0831,,-37.31742727,,-32.74,,-35.0693,-35.6653,-35.7523,-35.84,,-33.86,-34.56,-35.99,
1651,-38.233075,-38.23258333,-39.5396,,-35.0199,-35.2174,-34.0606,,-35.4684,,-36.60161,,-32.06,,-34.9013,-35.7765,-34.9515,-37.12,,-33.39,-35.86,-35.87,
1650,-36.8307875,-39.04798333,-39.4098,,-35.5806,-35.4811,-35.2535,,-35.8885,,-36.18162727,,-33.8267,,-35.1549,-37.5999,-36.3747,-37.32,,-33.46,-35.24,-36.51,
1649,-35.94727143,-39.07295,-37.571,,-35.7279,-35.354,-35.2998,,-36.4163,,-35.85209,,-34.1733,,-34.9847,-37.9938,-36.6133,-35.77,,-34.48,-36.5,-36.94,
1648,-36.4088125,-38.59035714,-36.4789,,-35.5896,-35.085,-35.0577,,-37.8299,,-35.85751818,,-33.2333,,-34.6439,-37.0442,-36.3788,-36.57,,-37.45,-34.04,-36.88,
1647,-36.333225,-37.94926667,-37.2949,,-35.4221,-35.7083,-34.0392,,-37.4728,,-35.81280909,,-32.1667,,-34.2596,-36.0904,-35.5165,-37.99,,-35.59,-36.09,-36.88,
1646,-37.06835,-38.25471429,-38.0042,,-34.9545,-35.9863,-32.0506,,-35.1644,,-34.783,,-32.04,,-35.215,-35.3246,-35.0421,-37.16,,-34.05,-36.26,-36.84,
1645,-36.77502857,-37.84136667,-38.0841,,-34.553,-36.2211,-32.2604,,-34.3684,,-33.76945455,,-32.5867,,-33.6768,-35.2507,-35.7419,-36.84,,-34.91,-34.35,-37.06,
1644,-36.8395375,-37.21942857,-37.6763,,-34.6971,-36.3752,-32.6907,,-33.726,,-34.29592,,-33.87,,-33.9848,-35.7867,-36.6683,-35.75,,-35.94,-35.72,-36.95,
1643,-37.5957,-37.7506,-37.4908,,-35.347,-35.3696,-33.698,,-33.9521,,-32.99467273,,-32.9567,,-35.0832,-35.2495,-36.9194,-34.56,,-35.72,-38.27,-36.91,
1642,-37.43697143,-37.49898571,-38.3221,,-35.7588,-34.3183,-35.3346,,-33.2428,,-33.97072,,-33.3213,,-33.5407,-35.6217,-35.9551,-34.1,,-34.86,-35.21,-36.45,
1641,-37.316825,-36.93329167,-38.9886,,-35.8491,-34.8855,-35.9643,,-31.6841,,-35.34764545,,-34.23,,-33.4381,-36.6043,-35.8035,-35.04,,-35.43,-33.67,-36.57,
1640,-38.0121625,-36.98241429,-38.5613,,-36.1344,-35.2909,-35.46,,-32.4694,,-35.68708,,-35.085,,-36.0016,-36.3879,-35.9832,-37.88,,-35.56,-36.9,-37.29,
1639,-38.33525714,-37.69011667,-37.0437,,-36.0814,-35.2589,-35.2625,,-32.6337,,-36.76750909,,-34.2567,,-36.6723,-36.1392,-34.7619,-37.44,,-37.73,-35.64,-38.24,
1638,-37.4909625,-39.02801429,-36.3054,,-35.5209,-36.6498,-35.2761,,-34.6399,,-37.33052,,-32.6667,,-34.3523,-36.992,-35.4346,-35.44,,-38.1,-36.45,-38.26,
1637,-36.5476375,-39.82561667,-37.2939,,-35.2608,-37.4899,-35.1698,,-35.4548,,-37.17772727,,-32.8533,,-32.6964,-36.9583,-34.6899,-35.34,,-35.92,-35.16,-38.62,
1636,-37.37991429,-38.81252857,-37.3256,,-35.231,-37.3997,-35.0176,,-35.3231,,-36.22276,,-33.73,,-34.5588,-36.9762,-33.8697,-36.71,,-34.82,-35.35,-38.97,
1635,-37.76510625,-37.57971667,-37.3002,,-35.0912,-36.7529,-34.7703,,-34.279,,-36.04954545,,-35.2767,,-35.2345,-38.2616,-35.0628,-36.69,,-36.06,-35.64,-38.37,
1634,-37.29190625,-37.70632857,-37.9579,,-35.2577,-35.7624,-34.1801,,-34.634,,-36.16502,,-37.12,,-36.054,-37.5603,-36.6972,-36.12,,-35.73,-34.52,-37.22,
1633,-37.09297143,-38.03821429,-36.3303,,-35.7632,-35.3936,-33.7954,,-34.6586,,-36.35274545,,-35.7833,,-35.3873,-36.6794,-36.9587,-36.64,,-34.54,-36.05,-37.38,
1632,-37.7937375,-38.1512,-33.9353,,-35.6942,-34.8273,-34.2417,,-34.8857,,-36.54367,,-33.9633,,-33.1699,-36.8135,-37.2281,-34.83,,-34.31,-34.33,-38.43,
1631,-37.4693875,-38.20675,-34.196,,-34.804,-33.1867,-34.5507,,-35.6803,,-35.67771818,,-33.6033,,-34.3193,-36.1752,-35.6621,-35.77,,-34.18,-34.97,-39.06,
