B18_2012 depth (m) center	B18_2012 d18O (permil)
3.2837837	-34.792
3.3108108	-34.877502
3.3378379	-35.101749
3.3648648	-35.328751
3.391892	-35.5205
3.4189188	-35.379749
3.445946	-35.04525
3.4729729	-34.489998
3.5	-33.801498
3.5270271	-32.936249
3.554054	-32.0765
3.5810812	-31.797501
3.608108	-31.67375
3.6351352	-32.322998
3.6621621	-33.241249
3.6891892	-33.9655
3.7162163	-34.62825
3.7432432	-35.157001
3.7702703	-35.308502
3.7972972	-35.53825
3.8243244	-35.52
3.8513513	-35.53825
3.8783784	-35.743752
3.9054055	-36.216499
3.9324324	-36.710499
3.9594595	-37.206497
3.9864864	-37.331001
4.0374999	-37.096001
4.0625	-36.5495
4.0875001	-36.052002
4.1125002	-35.644001
4.1624999	-34.925751
4.1875	-35
4.2125001	-35.376751
4.2624998	-36.509499
4.2874999	-37.227501
4.3375001	-38.234001
4.3625002	-38.343498
4.3874998	-38.261002
4.4124999	-37.947998
4.4625001	-37.121498
4.4875002	-36.769249
4.6125002	-35.98875
4.7874999	-34.345001
4.8125	-35.1465
4.8375001	-36.25275
4.8625002	-37.430748
4.9875002	-37.254501
5.1125002	-37.553001
5.1624999	-37.067249
5.1875	-36.319748
5.5374999	-37.24625
5.5625	-37.768997
5.5875001	-38.140251
5.6125002	-38.289501
5.7375002	-36.494999
5.7624998	-35.906502
5.7874999	-35.283001
5.8874998	-34.871498
5.9124999	-35.644501
5.9375	-36.608498
5.9625001	-37.563
6.0124998	-39.921001
6.0374999	-40.277752
6.0625	-40.395752
6.0875001	-40.653751
6.1125002	-40.786247
6.1374998	-40.627502
6.1624999	-40.397751
6.1875	-39.859249
6.2125001	-39.416748
6.2375002	-38.832748
6.2624998	-37.987247
6.2874999	-37.5345
6.3125	-37.143501
6.3375001	-36.677498
6.3625002	-36.114998
6.3874998	-35.18325
6.4124999	-34.417999
6.4375	-33.76775
6.4625001	-33.296001
6.4875002	-32.893501
6.5124998	-32.782501
6.5374999	-32.943748
6.5625	-33.128502
6.5875001	-33.478249
6.6125002	-34.44025
6.6624999	-34.960251
6.6875	-35.5285
6.7125001	-36.047501
6.7375002	-36.342499
6.7624998	-36.54475
6.7874999	-36.462498
6.8125	-36.445251
6.8375001	-36.126999
6.8625002	-35.876499
6.8874998	-35.806
6.9124999	-35.853752
6.9375	-36.112999
6.9625001	-36.404751
6.9875002	-36.723
7.0374999	-37.519749
7.0625	-37.609249
7.0875001	-37.629002
7.1125002	-37.57275
7.1374998	-37.473499
7.1624999	-37.445
7.1875	-37.762249
7.2125001	-37.882751
7.2375002	-38.10075
7.2624998	-38.166752
7.2874999	-38.088501
7.3125	-37.903
7.3375001	-37.564499
7.3874998	-36.745499
7.4124999	-36.453999
7.4375	-36.303249
7.4875002	-35.808502
7.5124998	-35.619999
7.5374999	-35.37775
7.5625	-34.963501
7.5875001	-34.768501
7.6125002	-34.511749
7.6374998	-34.305
7.6624999	-34.181999
7.6875	-34.109749
7.7125001	-34.17025
7.7375002	-34.335999
7.7624998	-34.55825
7.7874999	-34.811749
7.8125	-35.034752
7.8375001	-35.144249
7.8625002	-35.214001
7.8874998	-35.280502
7.9124999	-35.397499
7.9375	-35.651501
7.9625001	-36.25975
7.9875002	-36.848999
8.0124998	-38.492001
8.0375004	-39.094749
8.0625	-39.674248
8.0874996	-40.047249
8.1125002	-40.067749
8.1374998	-39.690498
8.1625004	-39.172501
8.1875	-38.78825
8.2124996	-38.457249
8.2375002	-38.220249
8.2624998	-38.456749
8.2875004	-38.604
8.3125	-38.699249
8.3374996	-38.686249
8.3625002	-38.443001
8.3874998	-38.199249
8.4125004	-37.717499
8.4375	-37.249001
8.4624996	-37.084999
8.4875002	-37.074501
8.5124998	-37.0425
8.5375004	-37.028748
8.5625	-37.244247
8.5874996	-37.419502
8.6125002	-37.79575
8.6374998	-38.289749
8.6625004	-38.769001
8.6875	-39.360001
8.7124996	-39.846001
8.7375002	-40.283001
8.7624998	-40.522251
8.7875004	-40.530998
8.8125	-40.541252
8.8374996	-40.43325
8.8625002	-40.126751
8.8874998	-39.974251
8.9125004	-39.732502
8.9375	-39.424
8.9624996	-39.13525
8.9875002	-38.810749
9.0124998	-38.03175
9.0375004	-37.29575
9.0625	-36.532749
9.0874996	-36.1325
9.1625004	-35.57925
9.1875	-35.488998
9.2124996	-35.561501
9.2375002	-35.790001
9.2624998	-35.880501
9.3374996	-37.2355
9.4624996	-39.984749
9.4875002	-40.070251
9.5124998	-40.48225
9.5375004	-40.527252
9.5625	-40.723751
9.5874996	-40.803501
9.6125002	-41.038498
9.6374998	-40.7155
9.6625004	-40.585499
9.7124996	-39.563999
9.7624998	-38.87825
9.7875004	-38.173
9.8125	-38.098999
9.8625002	-37.241249
9.8874998	-37.152
9.9125004	-37.184502
9.9375	-37.062752
9.9624996	-37.038002
9.9875002	-37.064499
10.0125	-37.29575
10.0375	-37.397251
10.0625	-37.171749
10.0875	-37.320751
10.1125	-36.987
10.1375	-36.705002
10.1625	-36.063
10.1875	-35.58625
10.2125	-35.138248
10.2375	-34.787003
10.2625	-34.5555
10.2875	-34.633247
10.3125	-34.954498
10.3375	-35.270752
10.3625	-35.658249
10.3875	-35.7715
10.4125	-36.135498
10.4375	-36.422249
10.4625	-36.617001
10.4875	-36.623501
10.5125	-36.758251
10.5375	-36.776249
10.5625	-36.734001
10.5875	-36.616753
10.6125	-36.402
10.6375	-36.327999
10.6625	-36.12925
10.6875	-35.921749
10.7125	-36.18
10.7375	-35.860001
10.7625	-36.291252
10.7875	-36.354
10.9125	-36.449001
10.9375	-36.720001
10.9625	-36.7855
10.9875	-36.77475
11.0125	-36.869499
11.0375	-36.838753
11.0625	-36.661251
11.0875	-36.510498
11.1125	-36.3615
11.1375	-36.149502
11.1625	-36.054249
11.1875	-35.974503
11.2125	-35.89925
11.2375	-36.055
11.2625	-35.747002
11.2875	-36.22575
11.3125	-36.30975
11.3375	-36.370499
11.3625	-36.396999
11.3875	-36.255501
11.4125	-36.383999
11.4375	-36.334499
11.4625	-36.215252
11.4875	-36.084
11.5125	-35.946999
11.5375	-35.350502
11.5625	-35.363503
11.5875	-35.016502
11.6125	-34.471001
11.6375	-34.215752
11.6625	-34.252998
11.6875	-34.195999
11.7125	-34.215248
11.7375	-34.463001
11.7625	-34.838249
11.7875	-35.303501
11.8125	-35.6595
11.8375	-35.931
11.8625	-36.275249
11.8875	-36.452999
11.9125	-36.445499
11.9375	-36.5345
11.9625	-36.034752
11.9875	-36.37175
12.0125	-36.125999
12.0375	-36.398251
12.0625	-36.290001
12.0875	-36.175499
12.1125	-36.003998
12.1625	-35.609749
12.1875	-35.082001
12.2125	-35.283501
12.2375	-35.015251
12.2625	-35.497501
12.2875	-35.844498
12.3125	-35.894249
12.3375	-36.227501
12.3625	-36.723999
12.3875	-36.834751
12.4125	-36.96125
12.4375	-36.74025
12.4625	-36.703751
12.4875	-36.220249
12.5125	-35.814751
12.5375	-35.388752
12.5625	-35.230999
12.5875	-34.877251
12.6125	-34.39925
12.6375	-34.59325
12.6625	-34.318748
12.6875	-34.724499
12.7125	-34.789249
12.7375	-35.094002
12.7625	-35.507751
12.7875	-35.53825
12.8125	-35.696751
12.8375	-35.846252
12.8625	-35.981998
12.8875	-36.103001
12.9125	-36.292
12.9375	-36.54475
12.9625	-36.90675
12.9875	-36.73975
13.0125	-37.426003
13.0375	-37.95425
13.0625	-37.4175
13.0875	-37.928001
13.1125	-37.52
13.1375	-37.529751
13.1625	-37.6465
13.1875	-37.366249
13.2125	-37.683998
13.2375	-37.523251
13.2625	-37.179501
13.2875	-37.415249
13.3125	-37.0425
13.3375	-37.40675
13.3625	-37.500999
13.3875	-37.226501
13.4125	-37.069248
13.4375	-37.160248
13.4625	-36.882999
13.4875	-36.7145
13.5125	-36.650497
13.5375	-36.493999
13.5625	-36.359001
13.5875	-36.737751
13.6125	-36.110752
13.6375	-35.863251
13.6625	-35.855751
13.6875	-35.590752
13.7125	-35.602501
13.7375	-35.346252
13.7625	-35.7155
13.7875	-35.371498
13.8125	-35.597248
13.8375	-35.737499
13.8625	-35.747749
13.8875	-35.644501
13.9125	-35.5345
13.9375	-35.6045
13.9625	-35.12825
13.9875	-35.036751
14.0125	-34.543251
14.0375	-34.44875
14.0625	-34.4235
14.0875	-34.645248
14.1125	-34.999748
14.1375	-35.4655
14.1625	-36.036751
14.1875	-36.695751
14.2125	-36.8895
14.2375	-37.150002
14.3125	-37.765251
14.3375	-37.707748
14.3875	-37.831249
14.4125	-37.963749
14.4375	-37.966751
14.4625	-38.020248
14.4875	-38.050751
14.5375	-38.130501
14.5625	-38.07
14.5875	-38.133499
14.6125	-38.0975
14.7125	-37.377998
14.7375	-37.217499
14.7625	-37.119999
14.7875	-37.081501
14.9125	-38.092751
14.9375	-38.257751
14.9625	-38.372002
15.0125	-38.640999
15.0375	-38.825752
15.0625	-38.998249
15.0875	-39.112499
15.1125	-39.048752
15.1375	-39.317001
15.1625	-39.111252
15.1875	-39.0695
15.2125	-39.047501
15.2375	-38.861252
15.2625	-38.738251
15.2875	-38.705002
15.3125	-38.378502
15.3375	-38.345749
15.3625	-37.9575
15.3875	-37.800247
15.4125	-37.577
15.4375	-37.388248
15.4625	-37.260498
15.4875	-37.171749
15.5125	-36.993999
15.5375	-36.978249
15.5625	-36.878002
15.5875	-36.800251
15.6125	-36.647499
15.6375	-36.59
15.6625	-36.539501
15.6875	-36.557999
15.7125	-36.554001
15.7375	-36.504002
15.7625	-36.532501
15.7875	-36.568748
15.8125	-36.703499
15.8375	-36.655499
15.8625	-36.696751
15.8875	-36.604248
15.9125	-36.824001
15.9375	-36.762501
15.9625	-36.817249
15.9875	-36.974503
16.012501	-37.284
16.0375	-37.419502
16.0625	-37.507751
16.0875	-37.52425
16.112499	-37.508247
16.137501	-37.328499
16.1625	-37.075001
16.1875	-36.845253
16.2125	-36.549999
16.237499	-36.312
16.262501	-36.1035
16.2875	-35.9995
16.3125	-35.856499
16.3375	-35.8605
16.362499	-35.915497
16.387501	-35.9925
16.4375	-36.095749
16.4625	-36.065498
16.487499	-36.034
16.512501	-35.944752
16.5375	-35.886749
16.5625	-35.75
16.5875	-35.502251
16.612499	-35.519501
16.637501	-35.680748
16.6625	-35.62775
16.6875	-35.728249
16.7125	-36.027748
16.737499	-36.187248
16.762501	-36.763252
16.7875	-37.123749
16.8125	-37.557499
16.8375	-37.881248
16.862499	-38.072502
16.887501	-38.2985
16.9125	-38.1805
16.9375	-38.092499
16.9625	-37.945
16.987499	-38.07
17.012501	-37.949753
17.0375	-37.983498
17.0625	-37.990501
17.0875	-37.876751
17.112499	-37.753502
17.137501	-37.367249
17.1625	-37.154999
17.1875	-36.5825
17.2125	-36.168999
17.262501	-35.28075
17.2875	-35.057503
17.3125	-34.87125
17.3375	-34.79475
17.362499	-34.79525
17.387501	-34.810753
17.4125	-34.7295
17.4375	-34.911499
17.4625	-34.79575
17.487499	-34.78875
17.512501	-34.894249
17.5375	-34.63625
17.5625	-34.78775
17.637501	-35.35725
17.6625	-35.782501
17.6875	-35.933998
17.7125	-36.2645
17.737499	-36.620251
17.762501	-36.84325
17.7875	-37.1595
17.862499	-37.461502
17.887501	-37.525249
17.9125	-37.4515
17.9375	-37.37225
17.9625	-37.039249
17.987499	-36.824501
18.012501	-36.221001
18.0375	-35.957253
18.0625	-35.606499
18.0875	-35.326752
18.112499	-35.111252
18.137501	-35.083748
18.1625	-34.959503
18.1875	-34.991501
18.2125	-35.055
18.237499	-35.160999
18.262501	-35.265751
18.2875	-35.392502
18.3125	-35.717251
18.3375	-35.924999
18.362499	-35.970001
18.387501	-36.262001
18.4125	-36.032501
18.4375	-36.237251
18.4625	-36.317249
18.487499	-36.404499
18.512501	-36.381748
18.5375	-36.276249
18.5875	-36.189251
18.612499	-35.91275
18.637501	-35.540749
18.6625	-35.37875
18.6875	-34.869999
18.7125	-34.519001
18.737499	-34.223499
18.762501	-33.929253
18.7875	-33.887749
18.8125	-33.912998
18.8375	-33.829498
18.862499	-34.034248
18.887501	-34.304249
18.9125	-34.466499
18.9375	-34.799999
18.9625	-35.101997
18.987499	-35.291748
19.012501	-35.478249
19.0375	-35.5065
19.0625	-35.400749
19.0875	-35.16975
19.112499	-34.944748
19.137501	-34.672249
19.1625	-34.355751
19.1875	-34.1395
19.2125	-33.957748
19.237499	-33.890751
19.262501	-33.866753
19.2875	-33.959251
19.3125	-33.985748
19.3375	-34.075001
19.362499	-34.162003
19.387501	-34.33075
19.4125	-34.581749
19.4375	-34.8395
19.4625	-35.164249
19.487499	-35.48325
19.512501	-35.962997
19.5375	-36.284248
19.5625	-36.716999
19.5875	-37.151001
19.612499	-37.485748
19.637501	-37.819
19.6625	-38.203751
19.6875	-38.529751
19.7125	-38.719749
19.737499	-38.80275
19.762501	-38.73875
19.7875	-38.601501
19.8125	-38.118252
19.8375	-38
19.862499	-37.877251
19.887501	-37.696503
19.9125	-37.468002
19.9375	-37.304253
19.9625	-37.309498
19.987499	-37.16925
20.012501	-36.99625
20.0375	-36.939499
20.0625	-36.89275
20.0875	-36.616749
20.112499	-36.604752
20.137501	-36.385498
20.1625	-36.186001
20.1875	-35.99025
20.2125	-35.826
20.237499	-35.644501
20.262501	-35.527
20.2875	-35.418999
20.3125	-35.28175
20.3375	-35.24575
20.362499	-35.396
20.387501	-35.624748
20.4125	-35.877998
20.4375	-36.147751
20.4625	-36.418751
20.487499	-36.776001
20.512501	-37.140751
20.5375	-37.455002
20.5625	-37.685997
20.5875	-37.893501
20.612499	-37.921001
20.637501	-38.01025
20.6875	-37.987251
20.7125	-37.976749
20.737499	-38.036751
20.762501	-37.972252
20.7875	-37.984749
20.8125	-38.046501
20.8375	-38.125
20.862499	-38.12775
20.887501	-38.13625
20.9125	-38.209751
20.9375	-38.0975
20.9625	-38.074001
20.987499	-38.009003
21.012501	-37.964249
21.0375	-37.827
21.0625	-37.715752
21.0875	-37.468002
21.112499	-37.112
21.137501	-36.738251
21.1625	-36.36475
21.1875	-35.993999
21.2125	-35.521751
21.237499	-35.098251
21.262501	-34.806
21.2875	-34.67025
21.3125	-34.664749
21.3375	-34.828751
21.362499	-35.12825
21.387501	-35.497501
21.4125	-35.962502
21.4375	-36.46875
21.4625	-36.952
21.487499	-37.43475
21.512501	-37.837749
21.5375	-38.125252
21.5625	-38.23275
21.5875	-38.305252
21.612499	-38.382751
21.637501	-38.402252
21.6625	-38.360252
21.6875	-38.374748
21.7125	-38.263
21.737499	-38.178501
21.762501	-37.889
21.7875	-37.582748
21.8125	-37.27425
21.8375	-36.807499
21.862499	-36.37775
21.887501	-36
21.9125	-35.545502
21.9375	-35.262001
21.9625	-35.109249
21.987499	-35.097
22.012501	-35.019249
22.0375	-35.134251
22.0625	-35.193748
22.0875	-35.334751
22.112499	-35.337502
22.137501	-35.388252
22.1625	-35.317001
22.1875	-35.324249
22.2125	-35.170998
22.237499	-35.233498
22.262501	-35.324249
22.2875	-35.351501
22.3125	-35.383751
22.3375	-35.404251
22.362499	-35.568501
22.387501	-35.582253
22.4125	-35.6605
22.4375	-35.65575
22.4625	-35.668499
22.487499	-35.684502
22.512501	-35.776501
22.5375	-35.785999
22.5625	-35.818748
22.5875	-35.81525
22.612499	-35.849503
22.637501	-35.85025
22.6625	-35.649002
22.6875	-35.570751
22.7125	-35.450752
22.737499	-35.184998
22.762501	-34.943748
22.7875	-34.8395
22.8125	-34.767498
22.8375	-34.876251
22.862499	-34.997749
22.887501	-35.324501
22.9125	-35.5825
22.9375	-36.095253
22.9625	-36.472
22.987499	-36.935749
23.012501	-37.624252
23.0875	-38.867752
23.112499	-39.230247
23.137501	-39.398499
23.1625	-39.519501
23.2125	-39.463001
23.237499	-39.345249
23.262501	-38.896751
23.2875	-38.547752
23.3125	-38.183502
23.3375	-37.816002
23.362499	-37.30175
23.4125	-36.517998
23.4375	-36.178749
23.487499	-35.750252
23.5375	-35.764748
23.5625	-35.75975
23.5875	-35.843498
23.612499	-35.980751
23.637501	-36.054501
23.6625	-36.238998
23.7125	-36.617249
23.737499	-36.663498
23.762501	-36.909248
23.7875	-37.014751
23.8125	-37.07225
23.8375	-37.275749
23.862499	-37.338749
23.887501	-37.596001
23.9125	-37.620499
23.9375	-37.799999
23.9625	-38.038002
24.012501	-38.366249
24.0375	-38.470501
24.0875	-38.696503
24.137501	-38.68325
24.1875	-38.533752
24.2125	-38.310749
24.3125	-37.1525
24.3375	-36.752998
24.362499	-36.422501
24.4125	-35.839249
24.4625	-35.424751
24.487499	-35.39275
24.5375	-35.525002
24.5875	-35.857998
24.637501	-36.2845
24.6625	-36.734249
24.6875	-36.987
24.7125	-37.296749
24.762501	-37.512501
24.7875	-37.577999
24.8375	-37.557251
24.887501	-37.318001
24.9125	-37.06675
24.9625	-36.55275
24.987499	-36.339752
25.012501	-36.26025
25.0375	-36.212002
25.0625	-35.883499
25.0875	-36.087002
25.112499	-36.32325
25.137501	-36.54525
25.1625	-36.44175
25.1875	-36.425251
25.2125	-36.623249
25.237499	-36.628998
25.262501	-36.723251
25.2875	-36.348
25.3125	-36.119499
25.3375	-35.597252
25.362499	-35.455002
25.387501	-35.157249
25.4125	-34.960251
25.4375	-34.847252
25.4625	-34.687248
25.487499	-34.479752
25.512501	-34.422749
25.5375	-34.64925
25.5625	-34.470253
25.5875	-34.888748
25.612499	-34.924751
25.637501	-35.1325
25.6625	-35.25325
25.6875	-35.35825
25.7125	-35.492748
25.737499	-35.585499
25.762501	-35.748253
25.7875	-36.208252
25.8125	-36.297749
25.8375	-36.44075
25.862499	-36.62125
25.887501	-36.798248
25.9125	-36.929001
25.9375	-36.995499
25.9625	-37.289001
25.987499	-37.351501
26.0625	-38.01775
26.1625	-38.320999
26.1875	-38.038498
26.237499	-37.514999
26.262501	-37.320251
26.2875	-37.430748
26.3125	-37.043751
26.3375	-37.071251
26.362499	-37.39975
26.387501	-37.26125
26.4125	-37.474751
26.487499	-37.288498
26.5625	-37.678749
26.5875	-37.820251
26.612499	-37.98325
26.637501	-38.300247
26.6625	-38.358749
26.7125	-38.185749
26.737499	-38.298248
26.7875	-38.248501
26.8125	-38.06575
26.9125	-37.33625
27.012501	-36.834751
27.0375	-36.67075
27.0625	-36.796001
27.0875	-36.740002
27.112499	-36.543999
27.137501	-36.50325
27.1625	-36.463249
27.1875	-36.35825
27.2125	-36.262749
27.237499	-36.061001
27.262501	-35.851002
27.2875	-35.624748
27.3125	-35.281502
27.3375	-34.914749
27.362499	-34.650249
27.387501	-34.385498
27.4125	-34.199501
27.4375	-33.87775
27.4625	-33.762501
27.487499	-33.6255
27.512501	-33.621498
27.5375	-33.489502
27.5625	-33.586998
27.5875	-33.5275
27.612499	-33.650749
27.637501	-33.894753
27.6625	-33.916748
27.6875	-34.095253
27.7125	-34.331001
27.737499	-34.527
27.762501	-34.723999
27.7875	-35.012501
27.8125	-35.188751
27.8375	-35.13525
27.862499	-35.040001
27.887501	-34.921249
27.9125	-34.627251
27.9375	-34.227501
27.9625	-33.917
27.987499	-33.591248
28.012501	-33.148499
28.0375	-32.808998
28.0625	-32.57
28.0875	-32.28775
28.112499	-32.438248
28.137501	-32.505501
28.1625	-32.452248
28.1875	-32.692001
28.2125	-32.908501
28.237499	-33.089001
28.262501	-33.511002
28.2875	-33.748001
28.3125	-33.68
28.3375	-33.756001
28.362499	-33.933998
28.387501	-34.012749
28.4125	-34.205002
28.4375	-34.244751
28.4625	-34.306252
28.487499	-34.58025
28.512501	-34.652748
28.5375	-34.991753
28.5625	-35.080502
28.5875	-35.245251
28.612499	-35.497002
28.637501	-35.696751
28.6625	-35.731251
28.6875	-35.789249
28.7125	-35.710499
28.737499	-35.617249
28.762501	-35.552002
28.7875	-35.212749
28.8125	-34.852501
28.8375	-34.678249
28.862499	-34.542999
28.887501	-34.456749
28.9125	-34.376499
28.9375	-34.37875
28.9625	-34.41975
28.987499	-34.6395
29.012501	-34.970001
29.0375	-35.188251
29.0625	-35.595501
29.0875	-36.064499
29.112499	-36.734501
29.137501	-37.207748
29.1625	-37.695751
29.1875	-38.140499
29.2125	-38.619751
29.237499	-39.056999
29.262501	-39.210251
29.2875	-39.415001
29.3125	-39.546501
29.3375	-39.614502
29.362499	-39.47575
29.387501	-39.398998
29.4125	-39.007751
29.4375	-38.624252
29.4625	-38.381748
29.487499	-38.158249
29.512501	-37.79425
29.5375	-37.568001
29.5625	-37.303001
29.5875	-37.013748
29.612499	-36.860748
29.637501	-36.78075
29.6625	-36.7635
29.6875	-36.666252
29.7125	-36.598747
29.737499	-36.599499
29.762501	-36.567749
29.7875	-36.67625
29.8125	-36.676498
29.8375	-36.816002
29.862499	-36.818001
29.887501	-36.951248
29.9125	-36.907001
29.9375	-37.116249
29.9625	-37.022751
29.987499	-37.120499
