B23_2012 depth (m) center	B23_2012 d18O (permil)
0.0110525	-30.69775
0.0331575	-30.983
0.0552625	-31.04525
0.0773675	-30.804749
0.0994725	-31.507999
0.1215775	-31.847
0.1436825	-32.762001
0.1657875	-33.846001
0.1878925	-34.07975
0.2099974999999999	-34.071499
0.2321024999999999	-33.545998
0.2542074999999999	-33.322502
0.2763124999999999	-33.039249
0.2984174999999999	-32.908501
0.3205224999999999	-32.633499
0.3426274999999999	-31.7365
0.3647324999999998	-30.478001
0.3868374999999998	-29.553249
0.4089424999999998	-28.206749
0.4310474999999998	-27.88275
0.4531524999999998	-27.80475
0.4752574999999998	-28.144501
0.4973624999999998	-28.497499
0.5194674999999997	-29.519501
0.5415724999999998	-30.49025
0.5636774999999998	-31.696251
0.5857824999999999	-33.48925
0.6078874999999999	-36.305748
0.6299925	-38.376499
0.6520975	-39.79575
0.6742025	-40.588501
0.6963075000000001	-41.267502
0.7184125000000001	-41.217251
0.7405175000000002	-40.239502
0.7626225000000002	-39.110252
0.7847275000000002	-37.76725
0.8068325000000003	-36.691502
0.8068325000000003	-36.66925
0.8289375000000003	-36.585751
0.8621621131896973	-34.327499
0.88486480712890625	-34.596249
0.9075675010681152	-34.625
0.9302701950073242	-34.146
0.9529728889465332	-33.446751
0.9756755828857422	-32.898251
0.9983782768249512	-32.313499
1.02108097076416	-31.887751
1.043783664703369	-31.6465
1.066486358642578	-31.667
1.089189052581787	-31.653
1.111891746520996	-33.854
1.134594440460205	-35.222
1.134594440460205	-35.14275
1.157297134399414	-36.405251
1.179999828338623	-37.385002
1.202702522277832	-37.444
1.225405216217041	-37.834499
1.24810791015625	-37.09325
1.270810604095459	-36.709251
1.293513298034668	-35.102001
1.316215991973877	-33.96925
1.338918685913086	-32.851002
1.361621379852295	-31.974251
1.384324073791504	-31.31875
1.407026767730713	-31.075251
1.429729461669922	-30.349251
1.452432155609131	-30.846001
1.47513484954834	-30.9555
1.497837543487549	-31.040667
1.497837543487549	-30.747
1.520540237426758	-31.215
1.543242931365967	-31.2215
1.565945625305176	-30.6035
1.588648319244385	-31.39575
1.601093749999999	-31.01325
1.622656249999999	-31.65975
1.644218749999999	-32.27375
1.665781249999999	-32.646252
1.687343749999999	-32.91925
1.708906249999999	-33.01725
1.730468749999999	-32.994251
1.752031249999999	-32.287498
1.773593749999999	-31.62525
1.795156249999998	-31.2365
1.816718749999998	-30.970249
1.838281249999998	-30.803499
1.859843749999998	-31.252251
1.881406249999998	-31.800251
1.902968749999998	-32.581001
1.924531249999998	-33.641251
1.946093749999998	-35.451248
1.967656249999998	-36.438499
1.989218749999998	-36.438751
2.010495339999998	-40.029499
2.031771929999997	-39.785999
2.053048519999997	-39.428497
2.074325109999997	-38.6185
2.095601699999997	-37.573997
2.116878289999997	-36.678497
2.138154879999997	-35.939751
2.159431469999996	-35.127499
2.180708059999996	-34.70575
2.201984649999996	-34.967251
2.223261239999996	-35.169998
2.244537829999996	-35.554749
2.265814419999995	-35.693249
2.287091009999995	-35.756248
2.308367599999995	-35.87775
2.329644189999995	-35.724751
2.350920779999995	-35.739502
2.372197369999995	-35.506752
2.393473959999994	-35.247501
2.414750549999994	-34.779751
2.436027139999994	-33.907249
2.457303729999994	-33.763248
2.478580319999994	-33.727749
2.499856909999993	-34.076
2.521133499999993	-34.965752
2.542410089999993	-37.148499
2.563686679999993	-39.079998
2.584963269999993	-39.48275
2.606239859999993	-39.63525
2.627516449999992	-39.216999
2.648793039999992	-38.8755
2.670069629999992	-38.1745
2.691346219999992	-37.251999
2.712622809999992	-36.455002
2.733899399999991	-35.735252
2.755175989999991	-35.024002
2.776452579999991	-34.418251
2.797729169999991	-34.165501
2.819005759999991	-33.686249
2.840282349999991	-33.486
2.86155893999999	-33.508499
2.88283552999999	-33.846001
2.90411211999999	-34.228001
2.92538870999999	-34.7295
2.94666529999999	-35.31525
2.967941889999989	-35.900002
2.989218479999989	-36.2915
3.010048479999989	-36.644001
3.030878479999989	-36.70575
3.05170847999999	-36.3825
3.07253847999999	-36.865749
3.09336847999999	-35.682499
3.11419847999999	-35.91275
3.13502847999999	-35.294998
3.15585847999999	-34.2855
3.17668847999999	-34.692001
3.197518479999991	-34.381001
3.218348479999991	-34.382248
3.239178479999991	-34.085503
3.260008479999991	-34.891251
3.280838479999991	-35.1805
3.301668479999991	-35.62875
3.322498479999991	-36.095501
3.343328479999991	-36.444
3.364158479999992	-36.693748
3.384988479999992	-36.757
3.405818479999992	-36.5905
3.426648479999992	-36.396252
3.447478479999992	-35.978001
3.468308479999992	-35.422249
3.489138479999992	-35.035
3.509968479999992	-34.393501
3.530798479999993	-33.962997
3.551628479999993	-33.193501
3.572458479999993	-32.939999
3.593288479999993	-33.292252
3.614118479999993	-33.21825
3.634948479999993	-33.027252
3.655778479999993	-33.04425
3.676608479999993	-33.093002
3.697438479999994	-33.329002
3.718268479999994	-33.409752
3.739098479999994	-33.560501
3.759928479999994	-33.584251
3.780758479999994	-33.46175
3.801588479999994	-33.029251
3.822418479999994	-32.9245
3.843248479999994	-32.620499
3.864078479999995	-32.36425
3.884908479999995	-32.200001
3.905738479999995	-32.233002
3.926568479999995	-31.96925
3.947398479999995	-31.946751
3.968228479999995	-32.44075
3.989058479999995	-32.493
4.009466479999995	-33.415749
4.029874479999995	-33.589748
4.050282479999995	-33.814247
4.070690479999994	-33.901249
4.091098479999994	-33.976501
4.111506479999994	-34.060749
4.131914479999994	-33.964001
4.152322479999993	-33.877499
4.172730479999993	-33.737999
4.193138479999993	-33.55825
4.213546479999993	-33.43
4.233954479999992	-33.182251
4.254362479999992	-33.0075
4.274770479999992	-32.7785
4.295178479999992	-32.507252
4.315586479999991	-32.429749
4.335994479999991	-32.342251
4.356402479999991	-32.507751
4.376810479999991	-32.720749
4.39721847999999	-33.055248
4.41762647999999	-33.470501
4.43803447999999	-34.062248
4.45844247999999	-34.818001
4.47885047999999	-35.50375
4.499258479999989	-35.936001
4.519666479999989	-36.230251
4.540074479999989	-36.404251
4.560482479999989	-36.28125
4.580890479999988	-36.06625
4.601298479999988	-35.797749
4.621706479999988	-35.371498
4.642114479999988	-34.845501
4.662522479999987	-34.270752
4.682930479999987	-33.778252
4.703338479999987	-33.380749
4.723746479999987	-33.071999
4.744154479999986	-33.086502
4.764562479999986	-33.137749
4.784970479999986	-33.364502
4.805378479999986	-33.695251
4.825786479999985	-33.987999
4.846194479999985	-34.403751
4.866602479999985	-34.445999
4.887010479999985	-34.513752
4.907418479999984	-34.34425
4.927826479999984	-33.9655
4.948234479999984	-33.526001
4.968642479999984	-33.175251
4.989050479999984	-32.711998
5.009458479999983	-30.535
5.029866479999983	-30.3305
5.050274479999983	-30.217751
5.070682479999983	-30.349751
5.091090479999982	-30.634251
5.111498479999982	-30.945
5.131906479999982	-31.574749
5.152314479999982	-32.416748
5.172722479999981	-33.158749
5.193130479999981	-33.624748
5.213538479999981	-33.974251
5.233946479999981	-34.4585
5.25435447999998	-34.421249
5.27476247999998	-34.453751
5.29517047999998	-34.512001
5.31557847999998	-34.394753
5.335986479999979	-34.41975
5.356394479999979	-34.583252
5.376802479999979	-34.910751
5.397210479999979	-35.339001
5.417618479999978	-35.902
5.438026479999978	-36.628998
5.458434479999978	-37.244751
5.478842479999978	-37.867249
5.499250479999978	-38.540501
5.519658479999977	-39.07325
5.540066479999977	-39.717751
5.560474479999977	-40.084251
5.580882479999977	-40.318001
5.601290479999976	-40.318748
5.621698479999976	-40.224751
5.642106479999976	-40.01075
5.662514479999976	-39.8615
5.682922479999975	-39.575748
5.703330479999975	-39.209499
5.723738479999975	-38.890999
5.744146479999975	-38.904751
5.764554479999974	-38.8055
5.784962479999974	-38.747002
5.805370479999974	-38.669998
5.825778479999974	-38.512749
5.846186479999973	-38.265999
5.866594479999973	-37.915749
5.887002479999973	-37.57375
5.907410479999973	-37.229
5.927818479999972	-36.670002
5.948226479999972	-36.199749
5.968634479999972	-35.7355
5.989042479999972	-35.245251
6.009042479999971	-33.142998
6.029042479999971	-33.35675
6.04904247999997	-33.10775
6.06904247999997	-32.719749
6.08904247999997	-33.385502
6.109042479999969	-33.585499
6.129042479999969	-33.884499
6.149042479999968	-33.556751
6.169042479999968	-33.779751
6.189042479999967	-34.428001
6.209042479999967	-34.39925
6.229042479999967	-34.44175
6.249042479999966	-34.604252
6.269042479999966	-34.640499
6.289042479999965	-34.761002
6.309042479999965	-34.299
6.329042479999964	-35.256001
6.349042479999964	-35.101501
6.369042479999964	-35.894501
6.389042479999963	-35.764252
6.409042479999963	-36.601002
6.429042479999962	-36.32925
6.449042479999962	-36.861752
6.469042479999962	-35.9305
6.489042479999961	-36.191498
6.509042479999961	-35.584251
6.52904247999996	-35.103249
6.54904247999996	-34.6185
6.569042479999959	-34.095001
6.589042479999959	-33.171753
6.609042479999959	-33.042999
6.629042479999958	-33.076
6.649042479999958	-33.532001
6.669042479999957	-34.359249
6.689042479999957	-35.01775
6.709042479999956	-35.320747
6.729042479999956	-36.460251
6.749042479999956	-36.686249
6.769042479999955	-37.37175
6.789042479999955	-38.317749
6.809042479999954	-38.0495
6.829042479999954	-38.42075
6.849042479999953	-37.599751
6.869042479999953	-37.364502
6.889042479999953	-36.639252
6.909042479999952	-36.237999
6.929042479999952	-35.912502
6.949042479999951	-35.759251
6.969042479999951	-35.508999
6.98904247999995	-36.318748
7.00904247999995	-37.659248
7.02904247999995	-37.992001
7.049042479999949	-38.529251
7.069042479999949	-39.30925
7.089042479999948	-39.789749
7.109042479999948	-39.954498
7.129042479999947	-40.661751
7.149042479999947	-40.87075
7.169042479999947	-40.844498
7.189042479999946	-40.728001
7.209042479999946	-40.151749
7.229042479999945	-39.479
7.249042479999945	-38.954502
7.269042479999944	-38.171249
7.289042479999944	-37.591751
7.309042479999944	-37.068748
7.329042479999943	-36.820999
7.349042479999943	-36.377502
7.369042479999942	-36.093002
7.389042479999942	-36.12775
7.409042479999941	-36.369999
7.429042479999941	-36.118252
7.449042479999941	-35.922249
7.46904247999994	-35.5065
7.48904247999994	-35.4585
7.509042479999939	-35.6595
7.529042479999939	-35.418999
7.549042479999938	-35.603001
7.569042479999938	-36.040253
7.589042479999938	-36.01025
7.609042479999937	-36.060749
7.629042479999937	-36.512249
7.649042479999936	-36.602753
7.669042479999936	-36.688251
7.689042479999936	-36.871002
7.709042479999935	-37.086502
7.729042479999935	-37.381248
7.749042479999934	-37.848751
7.769042479999934	-38.412498
7.789042479999933	-38.538502
7.809042479999933	-39.241001
7.829042479999933	-39.578751
7.849042479999932	-39.691002
7.869042479999932	-39.352749
7.889042479999931	-39.53875
7.909042479999931	-39.155502
7.92904247999993	-38.769501
7.94904247999993	-38.021999
7.96904247999993	-36.900501
7.989042479999929	-36.102001
8.009042479999929	-33.871498
8.029042479999928	-33.5765
8.049042479999928	-33.235001
8.069042479999927	-33.122498
8.089042479999927	-33.056499
8.109042479999927	-33.09325
8.129042479999926	-33.331501
8.149042479999926	-33.580502
8.169042479999925	-33.942249
8.189042479999925	-34.258499
8.209042479999924	-34.5835
8.229042479999924	-34.661999
8.249042479999924	-34.786751
8.269042479999923	-34.769001
8.289042479999923	-34.7915
8.309042479999922	-34.706749
8.329042479999922	-34.994251
8.349042479999921	-35.200001
8.369042479999921	-35.682251
8.38904247999992	-36.30825
8.40904247999992	-36.896252
8.42904247999992	-37.598999
8.44904247999992	-38.221001
8.469042479999919	-38.570499
8.489042479999918	-38.804001
8.509042479999918	-38.688
8.529042479999918	-38.361252
8.549042479999917	-37.94875
8.569042479999917	-37.5275
8.589042479999916	-36.976501
8.609042479999916	-36.602001
8.629042479999915	-36.259251
8.649042479999915	-36.049751
8.669042479999915	-35.986
8.689042479999914	-35.7995
8.709042479999914	-35.845501
8.729042479999913	-35.798
8.749042479999913	-35.752251
8.769042479999912	-35.4785
8.789042479999912	-35.001999
8.809042479999912	-34.451
8.829042479999911	-33.709499
8.84904247999991	-32.9575
8.86904247999991	-32.40675
8.88904247999991	-31.87175
8.90904247999991	-31.3505
8.929042479999909	-31.1425
8.949042479999909	-30.8395
8.969042479999908	-30.90575
8.989042479999908	-31.1245
9.009042479999907	-32.086502
9.029042479999907	-32.389751
9.049042479999907	-32.732002
9.069042479999906	-33.19775
9.089042479999906	-33.458248
9.109042479999905	-33.743248
9.129042479999905	-33.95575
9.149042479999904	-34.087753
9.169042479999904	-34.01825
